event;round;text
999 ;4 ;"" ;"" ;"" ;
201 ;0 ;"" ;"" ;"" ;
202 ;0 ;"" ;"" ;"" ;
203 ;0 ;"" ;"" ;"" ;
204 ;0 ;"" ;"" ;"" ;
205 ;0 ;"" ;"" ;"" ;
206 ;0 ;"" ;"" ;"" ;
207 ;0 ;"" ;"" ;"" ;
208 ;0 ;"" ;"" ;"" ;
209 ;3 ;"" ;"" ;"" ;
210 ;3 ;"" ;"" ;"" ;
211 ;3 ;"" ;"" ;"" ;
212 ;3 ;"" ;"" ;"" ;
213 ;3 ;"" ;"" ;"" ;
214 ;3 ;"" ;"" ;"" ;
215 ;3 ;"" ;"" ;"" ;
216 ;3 ;"" ;"" ;"" ;
217 ;3 ;"" ;"" ;"" ;
218 ;3 ;"" ;"" ;"" ;
219 ;3 ;"" ;"" ;"" ;
220 ;3 ;"" ;"" ;"" ;
221 ;0 ;"" ;"" ;"" ;
222 ;0 ;"" ;"" ;"" ;
223 ;0 ;"" ;"" ;"" ;
224 ;0 ;"" ;"" ;"" ;
225 ;0 ;"" ;"" ;"" ;
226 ;0 ;"" ;"" ;"" ;
227 ;3 ;"" ;"" ;"" ;
228 ;3 ;"" ;"" ;"" ;
229 ;3 ;"" ;"" ;"" ;
230 ;3 ;"" ;"" ;"" ;
231 ;3 ;"" ;"" ;"" ;
232 ;3 ;"" ;"" ;"" ;
