event;round;text
999 ;0 ;"" ;"" ;"" ;
101 ;0 ;"" ;"" ;"" ;
102 ;0 ;"" ;"" ;"" ;
103 ;0 ;"" ;"" ;"" ;
104 ;0 ;"" ;"" ;"" ;
105 ;0 ;"" ;"" ;"" ;
106 ;0 ;"" ;"" ;"" ;
107 ;0 ;"" ;"" ;"" ;
108 ;3 ;"" ;"" ;"" ;
109 ;3 ;"" ;"" ;"" ;
110 ;3 ;"" ;"" ;"" ;
111 ;3 ;"" ;"" ;"" ;
112 ;3 ;"" ;"" ;"" ;
113 ;3 ;"" ;"" ;"" ;
114 ;3 ;"" ;"" ;"" ;
115 ;3 ;"" ;"" ;"" ;
116 ;3 ;"" ;"" ;"" ;
117 ;3 ;"" ;"" ;"" ;
118 ;3 ;"" ;"" ;"" ;
119 ;3 ;"" ;"" ;"" ;
120 ;3 ;"" ;"" ;"" ;
121 ;3 ;"" ;"" ;"" ;
122 ;3 ;"" ;"" ;"" ;
123 ;3 ;"" ;"" ;"" ;
124 ;3 ;"" ;"" ;"" ;
125 ;3 ;"" ;"" ;"" ;
126 ;0 ;"" ;"" ;"" ;
127 ;0 ;"" ;"" ;"" ;
128 ;0 ;"" ;"" ;"" ;
129 ;0 ;"" ;"" ;"" ;
130 ;0 ;"" ;"" ;"" ;
131 ;0 ;"" ;"" ;"" ;
132 ;0 ;"" ;"" ;"" ;
133 ;0 ;"" ;"" ;"" ;
132 ;3 ;"" ;"" ;"" ;
133 ;3 ;"" ;"" ;"" ;
134 ;3 ;"" ;"" ;"" ;
135 ;3 ;"" ;"" ;"" ;
136 ;3 ;"" ;"" ;"" ;
137 ;3 ;"" ;"" ;"" ;
138 ;3 ;"" ;"" ;"" ;
139 ;3 ;"" ;"" ;"" ;
140 ;3 ;"" ;"" ;"" ;
141 ;3 ;"" ;"" ;"" ;
142 ;3 ;"" ;"" ;"" ;
143 ;3 ;"" ;"" ;"" ;
